timestamp,lang,file,verdict,category,title,reason,model
2026-03-14T02:47:27.289Z,typescript,src/tools/branch-review.ts,tp,,"buildSynthesisPrompt() embeds fr.summary and each finding message verbatim into the system prompt. Those fields come from prior model output rather than trusted constants, so they can contain instruct",Real cross-stage prompt injection risk. Model output from Pass 1 injected into Pass 2 system prompt without isolation.,gpt-4.1
2026-03-14T02:47:27.289Z,typescript,src/tools/branch-review.ts,tp,,"After the synthesis call, the code assumes synthesisResult.usage.totalTokens always exists.",Some providers return partial or missing usage objects. Should use optional chaining.,gpt-4.1
2026-03-14T02:47:27.289Z,typescript,src/tools/branch-review.ts,tp,,The code parses provider JSON and directly assigns parsed.crossFileFindings without validating that it is actually an array of Finding objects.,Should validate synthesized findings through normalizeFindings() like other paths do.,gpt-4.1
2026-03-14T02:47:27.387Z,typescript,src/tools/focused-review.ts,tp,,"All aspect passes are executed through Promise.all(passPromises). If one model request rejects, Promise.all rejects and discards all other completed pass results.",Should use Promise.allSettled to preserve completed results. Multi-pass design explicitly expects independent passes.,gpt-4.1
2026-03-14T02:47:27.387Z,typescript,src/tools/focused-review.ts,tp,,Synthesis findings are appended after the main deduplication pass and are never deduplicated against existing findings.,Real duplication risk - synthesis can repeat findings from earlier passes.,gpt-4.1
2026-03-14T02:47:27.387Z,typescript,src/tools/focused-review.ts,tp,,"The synthesis gate uses if (runSynthesis && deduplicated.length >= 0), but deduplicated.length >= 0 is always true for arrays.",Likely meant > 0. Dead condition that should be fixed.,gpt-4.1
2026-03-14T02:47:27.482Z,typescript,src/tools/ax-review.ts,tp,,loadOptimizedProgram() reads optimized-signature.json and passes data.demos directly to program.setDemos() after only checking that data.demos.length > 0.,Should validate demo structure - at minimum check each demo has expected fields.,gpt-4.1
2026-03-14T02:47:27.482Z,typescript,src/tools/ax-review.ts,tp,,Two catch blocks suppress errors without any logging: loadOptimizedProgram() and logReviewTelemetry().,Both should log warnings. Silent suppression makes debugging optimization and telemetry issues impossible.,gpt-4.1
2026-03-14T02:48:02.723Z,typescript,src/tools/review.ts,tp,,The session persistence path suppresses all errors without any logging or telemetry.,Silent catch swallowing session errors. Should log warning.,gpt-4.1
2026-03-14T02:48:02.723Z,typescript,src/tools/review.ts,tp,,Calibration requests are not fully reflected in the returned metadata. metadata.model is still populated from resolvedModel.,Real metadata accuracy issue - calibration model and tokens not properly tracked on partial failure.,gpt-4.1
2026-03-14T02:48:02.723Z,typescript,src/tools/review.ts,tp,,"Diff scoping relies on an exact map lookup. If parseDiff stores paths in a normalized form that does not exactly equal filePath, changedLines remains null.",Path normalization mismatch between diff parser output and file paths is a real edge case.,gpt-4.1
2026-03-14T02:48:02.723Z,typescript,src/tools/review.ts,tp,,Model-produced line numbers are accepted verbatim and shifted by chunk.startLine - 1. There is no validation that the line is positive or within the chunk.,Should clamp to valid range. Models occasionally return line 0 or out-of-bounds lines.,gpt-4.1
2026-03-14T02:48:02.832Z,typescript,src/providers/OpenAICompatClient.ts,tp,,"doFetch() constructs the endpoint with raw string concatenation. If baseUrl already ends with / or includes a path suffix such as /v1, this can generate doubled slashes.",Real URL construction bug. Should normalize with new URL().,gpt-4.1
2026-03-14T02:48:02.832Z,typescript,src/providers/OpenAICompatClient.ts,tp,,"The timeout is implemented via AbortController, but doFetch() catches all fetch errors and wraps them as Network error. AbortError is indistinguishable from other network failures.",Should check for AbortError specifically to report timeout vs network failure.,gpt-4.1
2026-03-14T02:48:02.936Z,typescript,src/config/ProviderConfig.ts,tp,,The Ollama branch appends /v1 with simple string concatenation that can produce double slashes.,Same URL construction bug as OpenAICompatClient. Should normalize.,gpt-4.1
2026-03-14T02:48:02.936Z,typescript,src/config/ProviderConfig.ts,tp,,THIRD_OPINION_BASE_URL and OLLAMA_BASE_URL are accepted verbatim without any validation.,Should validate URL format at config load time rather than failing later at request time.,gpt-4.1
2026-03-14T02:48:02.936Z,typescript,src/config/ProviderConfig.ts,fp,,"The primary branch only checks process.env.THIRD_OPINION_BASE_URL, but the header comment states priority 1 requires THIRD_OPINION_BASE_URL + THIRD_OPINION_API_KEY + THIRD_OPINION_MODEL. Any non-empty",By design - allows keyless providers like local Ollama behind THIRD_OPINION_BASE_URL. API key is optional for some setups. The comment is slightly misleading but the behavior is intentional.,gpt-4.1
2026-03-14T02:48:28.239Z,typescript,src/context/ContextEngine.ts,tp,,"Chunk.startLine is documented as 1-based line number where this chunk starts in the original file, but chunking is done on the redacted text.","If redaction changes line count, chunk boundaries are wrong. In practice SecretRedactor does inline replacement so line count is preserved, but the contract is fragile.",gpt-4.1
2026-03-14T02:48:28.239Z,typescript,src/context/ContextEngine.ts,tp,,fetchFrameworkDocs() returns result.content verbatim with no length cap.,Should truncate to a reasonable limit. Large docs can blow up context windows.,gpt-4.1
2026-03-14T02:48:28.239Z,typescript,src/context/ContextEngine.ts,fp,,User-influenced metadata from domain detection is interpolated directly into logs without sanitization.,"Framework names come from our own regex matches against static patterns, not user-controlled strings. The set of possible framework values is bounded by FRAMEWORK_PATTERNS.",gpt-4.1
2026-03-14T02:48:28.346Z,typescript,src/context/FewShotStore.ts,tp,,"load() sets this.loaded = true before any file reads/parsing occur, then swallows parse/read errors.","Bug - loaded flag should be set after successful loading, not before. Failure leaves store permanently empty.",gpt-4.1
2026-03-14T02:48:28.346Z,typescript,src/context/FewShotStore.ts,tp,,"The comment says user examples are merged with bundled ones (user takes precedence), but the implementation simply appends both arrays.",No dedup/override logic exists. Comment is misleading.,gpt-4.1
2026-03-14T02:48:28.346Z,typescript,src/context/FewShotStore.ts,tp,,"Parsed JSON is accepted whenever Array.isArray(data.examples) is true, but individual entries are never validated.",Should validate example structure - at minimum check features and findings arrays exist.,gpt-4.1
2026-03-14T02:48:28.346Z,typescript,src/context/FewShotStore.ts,tp,,Both file-loading blocks use bare catch {} with only comments.,Should log warnings for debuggability.,gpt-4.1
2026-03-14T02:48:28.456Z,typescript,src/context/DomainDetector.ts,tp,,"EXTENSION_TO_LANGUAGE maps .vue to vue and .svelte to svelte, while the same detector separately reports framework.","Inconsistency - .vue and .svelte are component formats, not languages. Should map to javascript/typescript.",gpt-4.1
2026-03-14T02:48:49.549Z,typescript,src/cli/cli-v2.ts,tp,,"Path boundary enforcement is inconsistent. In the review branch-review path, file reads go through resolveSafePath, but other commands read user-supplied paths directly.",Real inconsistency - chat --file and review --diff-file bypass path safety. Should apply resolveSafePath consistently.,gpt-4.1
2026-03-14T02:48:49.549Z,typescript,src/cli/cli-v2.ts,tp,,"--depth is documented as standard or deep, but the code does not validate it.",Should validate against allowed values.,gpt-4.1
2026-03-14T02:48:49.549Z,typescript,src/cli/cli-v2.ts,tp,,The feedback command does JSON.parse(opts.findings) without local validation.,Should validate array structure before passing to handler.,gpt-4.1
2026-03-14T02:48:49.549Z,typescript,src/cli/cli-v2.ts,fp,,The file mixes TypeScript import syntax with a CommonJS require for package.json.,Standard pattern in Node.js TypeScript projects. Build targets CJS. Works reliably.,gpt-4.1
2026-03-14T02:48:49.656Z,typescript,src/server-v2.ts,tp,,The feedback tool parses user-controlled JSON with JSON.parse(a.findings as string) and passes the result directly to handleFeedback without any schema validation.,Should validate findings array structure with Zod like other tools in the same file.,gpt-4.1
2026-03-14T02:48:49.656Z,typescript,src/server-v2.ts,tp,,The review handler splits comma-separated strings but never filters empty entries.,Easy fix - filter(Boolean) after split/trim.,gpt-4.1
2026-03-14T02:48:49.656Z,typescript,src/server-v2.ts,fp,,createToolDefinitions() eagerly constructs clients and engines inside the function body.,Called once in main(). Export is for testing. Not a real issue.,gpt-4.1
2026-03-14T02:48:49.758Z,typescript,src/tools/feedback.ts,tp,,Neither fs.mkdirSync nor fs.appendFileSync is wrapped in error handling.,Should wrap in try/catch to return structured error instead of throwing.,gpt-4.1
2026-03-14T02:48:49.758Z,typescript,src/tools/feedback.ts,tp,,"The function is declared async, but it uses fs.mkdirSync and fs.appendFileSync.",Should use fs.promises for consistency with async signature.,gpt-4.1
2026-03-14T02:49:16.005Z,typescript,src/cli/index.ts,tp,,"The error handler is attached only to createProgram().parseAsync, not to the surrounding dynamic import.",Import rejection bypasses error handler. Should chain .catch on the import() call too.,gpt-4.1
2026-03-14T02:49:16.005Z,typescript,src/cli/index.ts,fp,,"The direct-execution guard uses require.main === module, which is a CommonJS-only idiom.",Build targets CJS. This is standard Node.js pattern and works correctly.,gpt-4.1
2026-03-14T02:49:16.108Z,typescript,src/utils/json-parser.ts,tp,,The last-resort extraction uses a greedy regex which matches from the first { to the last }.,Real issue - greedy match captures too much in mixed prose. Should use balanced brace matching or try multiple candidates.,gpt-4.1
2026-03-14T02:49:16.108Z,typescript,src/utils/json-parser.ts,tp,,Only the initial JSON.parse is wrapped in try/catch. The later parses are unguarded.,Fallback paths should also catch and continue to next strategy.,gpt-4.1
2026-03-14T02:49:16.108Z,typescript,src/utils/json-parser.ts,tp,,"The prose fallback only searches for { ... }, not [ ... ].",Should handle top-level arrays too.,gpt-4.1
2026-03-14T02:49:16.210Z,typescript,src/utils/diff-parser.ts,tp,,Both functions derive the file key from the +++ header and treat /dev/null as unusable. Deleted files are silently dropped.,Should represent deleted files under their original path from the --- header.,gpt-4.1
2026-03-14T02:49:16.210Z,typescript,src/utils/diff-parser.ts,tp,,parseDiff() treats any line that starts with + or - as an added/removed source line. Git diffs can contain other metadata lines like No newline at end of file.,Real line counting bug. Metadata lines inside hunks will shift line numbers.,gpt-4.1
2026-03-14T14:53:38.014Z,yaml,packages/ottilie_owlette_monitoring.yaml,tp,,this.attributes.last_triggered unreliable in automation conditions,Fixed to use state_attr() for consistent behavior,gpt-5.4
2026-03-14T14:53:38.014Z,yaml,packages/ottilie_owlette_monitoring.yaml,tp,,Silent defaults mask sensor failures with plausible values,Added availability templates to HR/O2 baselines and room temp alert,gpt-5.4
2026-03-14T14:53:38.014Z,yaml,packages/ottilie_owlette_monitoring.yaml,tp,,Room temperature float(0) silently disables alerts,Added availability template so sensor goes unavailable instead of false,gpt-5.4
2026-03-14T14:53:38.014Z,yaml,packages/ottilie_owlette_monitoring.yaml,fp,,Entity IDs do not match aliases defined earlier,All entity IDs verified to match slugified names in actual HA registry,gpt-5.4
2026-03-14T14:53:38.014Z,yaml,packages/ottilie_owlette_monitoring.yaml,fp,,Folded multiline Jinja blocks may emit extra whitespace,HA normalizes template output whitespace consistently,gpt-5.4
2026-03-14T14:53:38.123Z,yaml,packages/alarmo_security.yaml,tp,,PIR effectively disabled - radar_available never goes false,Fixed: changed from state check to label_entities() configuration check,gpt-5.4
2026-03-14T14:53:38.123Z,yaml,packages/alarmo_security.yaml,tp,,"Comment says 2min cooldown, code uses 5sec threshold","Fixed comment to say debounce/5 seconds, matching actual code",gpt-5.4
2026-03-14T14:53:38.123Z,yaml,packages/alarmo_security.yaml,tp,,Privacy mode reads nonexistent open_sensors attribute,Added active_sensors attribute and updated reference,gpt-5.4
2026-03-14T14:53:38.123Z,yaml,packages/alarmo_security.yaml,fp,,"open_sensors parsing assumes mapping, Alarmo may send list","Alarmo always sends dict mapping, code already handles three formats defensively",gpt-5.4
2026-03-14T14:53:38.228Z,yaml,packages/hvac_monitoring_enhanced.yaml,tp,,Short cycling detection broken - runtime = 0 when idle,Fixed: now uses trigger.from_state.last_changed for runtime calculation,gpt-5.4
2026-03-14T14:53:38.228Z,yaml,packages/hvac_monitoring_enhanced.yaml,tp,,Delta T 30-day average is hardcoded placeholder 18.5,Made placeholder explicit with clear YAML comment,gpt-5.4
2026-03-14T14:53:38.228Z,yaml,packages/hvac_monitoring_enhanced.yaml,fp,,now() causes unnecessary 1-min refresh cycles,"By design - runtime counter needs live-updating display, 1-min refresh is appropriate",gpt-5.4
2026-03-14T14:53:55.186Z,yaml,packages/wood_stove_monitoring.yaml,tp,,Availability vs state health check inconsistency,Fixed: added flue_temp_available check to availability template to match state template,gpt-5.4
2026-03-14T14:53:55.186Z,yaml,packages/wood_stove_monitoring.yaml,tp,,HVAC lockout restore overwrites manual thermostat changes,Added condition to skip restore if user manually adjusted thermostat during lockout,gpt-5.4
2026-03-14T14:53:55.186Z,yaml,packages/wood_stove_monitoring.yaml,fp,,Entity ID cross-references may not match slugified names,All entity IDs verified against actual HA registry - all match,gpt-5.4
2026-03-14T14:53:55.186Z,yaml,packages/wood_stove_monitoring.yaml,fp,,Alert automations lack deduplication on startup/reload,mode:single + state change triggers already handle this - no duplication on restart,gpt-5.4
2026-03-14T14:53:55.287Z,yaml,packages/dog_daily_timesheet.yaml,tp,,as_datetime() not guarded against malformed timestamps,Added None check for as_datetime() return value before passing to as_local(),gpt-5.4
2026-03-14T14:53:55.287Z,yaml,packages/dog_daily_timesheet.yaml,fp,,is match() not supported in HA Jinja,HA Jinja DOES support is match() as a test - this is a known HA extension,gpt-5.4
2026-03-14T14:53:55.287Z,yaml,packages/dog_daily_timesheet.yaml,fp,,truncate(3500) conflicts with 2800 char instruction,"Different purposes: 2800 is LLM soft guideline, 3500 is Slack hard safety cap",gpt-5.4
2026-03-14T14:53:55.394Z,yaml,packages/slack_notifications.yaml,fp,,No target allowlist in Slack link construction,"By design - callers are trusted internal scripts, not user input",gpt-5.4
2026-03-14T14:53:55.394Z,yaml,packages/slack_notifications.yaml,fp,,No url validation in Slack link construction,"All URLs are fixed internal HA paths, not user-controlled",gpt-5.4
2026-03-14T15:06:37.008Z,typescript,src/tools/chat.ts,tp,correctness,Role casting without runtime validation - msg.role cast as 'user' | 'assistant' without checking,Fixed by extracting SessionContinuation helper with VALID_ROLES set filtering,gpt-5.4
2026-03-14T15:06:37.008Z,typescript,src/tools/chat.ts,tp,reliability,Session persistence uses two sequential append() calls - partial persist on failure,Fixed in SessionContinuation.persistSessionExchange with try/catch isolation,gpt-5.4
2026-03-14T15:06:37.008Z,typescript,src/tools/chat.ts,tp,error-handling,Missing-session handling returns empty array silently,Fixed - SessionContinuation.loadSessionHistory gracefully returns [] for missing sessions,gpt-5.4
2026-03-14T15:06:37.008Z,typescript,src/tools/chat.ts,tp,reliability,Primary result lost when auxiliary persistence throws,"Fixed - persistSessionExchange catches errors and returns undefined, never throws",gpt-5.4
2026-03-14T15:06:37.024Z,typescript,src/tools/debug.ts,tp,maintainability,Duplicated session continuation logic identical to chat.ts,Fixed by replacing with shared SessionContinuation helpers,gpt-5.4
2026-03-14T15:06:37.024Z,typescript,src/tools/debug.ts,tp,correctness,Role casting without validation,Fixed via SessionContinuation VALID_ROLES filtering,gpt-5.4
2026-03-14T15:06:37.031Z,typescript,src/tools/testgen.ts,tp,maintainability,Duplicated session continuation logic identical to chat.ts,Fixed by replacing with shared SessionContinuation helpers,gpt-5.4
2026-03-14T15:06:37.031Z,typescript,src/tools/testgen.ts,tp,correctness,Role casting without validation,Fixed via SessionContinuation VALID_ROLES filtering,gpt-5.4
2026-03-14T15:06:37.037Z,typescript,src/tools/focused-review.ts,tp,reliability,Promise.all discards completed pass results when one pass fails,Fixed by switching to Promise.allSettled with fulfilled result filtering,gpt-5.4
2026-03-14T15:06:37.037Z,typescript,src/tools/focused-review.ts,tp,correctness,"deduplicated.length >= 0 is always true, synthesis always runs",Fixed to > 0 so synthesis skips when no findings exist,gpt-5.4
2026-03-14T15:06:37.037Z,typescript,src/tools/focused-review.ts,tp,correctness,Synthesis findings bypass deduplication against existing findings,Fixed with deduplicateFindings merge of synthesis results,gpt-5.4
2026-03-14T15:06:37.037Z,typescript,src/tools/focused-review.ts,tp,observability,fetchAspectDocs bare catch swallows errors silently,Fixed by adding console.warn with error context,gpt-5.4
2026-03-14T15:06:37.040Z,typescript,src/providers/OpenAICompatClient.ts,tp,correctness,URL string concatenation produces doubled slashes when baseUrl has trailing slash,"Fixed with replace(/\/+$/, '') before concatenation",gpt-5.4
2026-03-14T15:06:37.043Z,typescript,src/config/ProviderConfig.ts,tp,correctness,Ollama URL construction produces doubled slashes with trailing slash input,"Fixed with replace(/\/+$/, '') before /v1 append",gpt-5.4
2026-03-14T15:07:02.806Z,typescript,src/context/FewShotStore.ts,tp,correctness,this.loaded = true set before file reads - failure leaves store permanently empty,"Fixed by tracking loadedAny flag, only setting loaded after successful parse",gpt-5.4
2026-03-14T15:07:02.806Z,typescript,src/context/FewShotStore.ts,tp,observability,Bare catch blocks swallow file read errors silently,Fixed by adding console.warn with descriptive messages,gpt-5.4
2026-03-14T15:07:02.813Z,typescript,src/tools/ax-calibrator.ts,tp,correctness,Free-form original_message matching breaks when model paraphrases,Fixed by adding finding_index for stable 1-based positional matching with message fallback,gpt-5.4
2026-03-14T15:07:02.820Z,typescript,src/tools/ax-review.ts,tp,observability,loadOptimizedProgram bare catch swallows parse errors,Fixed by adding console.warn - corrupt optimized signature was invisible,gpt-5.4
2026-03-14T15:07:02.820Z,typescript,src/tools/ax-review.ts,tp,observability,logReviewTelemetry bare catch swallows write errors,Fixed by adding console.warn - telemetry failures were invisible,gpt-5.4
2026-03-14T15:07:02.822Z,typescript,src/context/ProjectContext.ts,tp,observability,"Three bare catch blocks for package.json, tsconfig.json, .third-opinion.yaml reads",Fixed by adding console.warn to all three - malformed config files were invisible failures,gpt-5.4
2026-03-14T15:07:02.825Z,typescript,src/sessions/SessionManager.ts,tp,observability,"Three bare catch blocks in get(), cleanup() list, and cleanup() per-file",Fixed by adding console.warn with session ID/file context to all three,gpt-5.4
2026-03-14T15:07:02.829Z,typescript,src/server-v2.ts,tp,validation,Feedback JSON.parse result not validated as array,Fixed by adding Array.isArray check with descriptive error,gpt-5.4
2026-03-14T15:07:02.829Z,typescript,src/server-v2.ts,tp,correctness,Empty strings from comma-split files and focus not filtered,Fixed by adding .filter(Boolean) after split and trim,gpt-5.4
2026-03-14T15:07:02.829Z,typescript,src/server-v2.ts,fp,style,CJS require for package.json is anti-pattern,Project targets CJS output - require is the correct idiom here,gpt-5.4
2026-03-14T15:07:02.831Z,typescript,src/tools/review.ts,tp,observability,Session persistence bare catch swallows create errors,Fixed by adding console.warn with error context,gpt-5.4
2026-03-14T15:07:02.831Z,typescript,src/tools/review.ts,fp,security,Regex patterns could cause ReDoS with user-controlled input,"Regex input is bounded LLM output, not user-controlled - no ReDoS risk",gpt-5.4
2026-03-14T15:53:19.062Z,typescript,src/sessions/SessionContinuation.ts,tp,error-handling,Both loadSessionHistory and persistSessionExchange swallow all errors silently,Already fixed in Phase 7 by adding console.warn - but SessionContinuation itself catches and returns defaults by design,gemini-3.1-pro-preview
2026-03-14T15:53:19.062Z,typescript,src/sessions/SessionContinuation.ts,fp,maintainability,PersistOptions requires sessionManager to implement SessionWriter & SessionReader,This is intentional - the helper needs both capabilities for create-or-append flow,gemini-3.1-pro-preview
2026-03-14T15:53:19.062Z,typescript,src/sessions/SessionContinuation.ts,fp,correctness,persistSessionExchange assigns Date.now() to both messages with same timestamp,"Timestamps are for ordering/TTL, not precise timing. Same-millisecond is fine for sequential append",gemini-3.1-pro-preview
2026-03-14T15:53:19.099Z,typescript,src/tools/chat.ts,tp,robustness,Accesses result.usage.totalTokens without verifying usage exists,Real - provider may not return usage object. Should use optional chaining,gemini-3.1-pro-preview
2026-03-14T15:53:19.099Z,typescript,src/tools/chat.ts,fp,correctness,The code parameter is used for context enrichment but never validated or sanitized,Code is passed through SecretRedactor before LLM call - validation happens at that layer,gemini-3.1-pro-preview
2026-03-14T15:53:19.099Z,typescript,src/tools/chat.ts,fp,error-handling,Session persistence call lacks try/catch despite non-fatal comment,persistSessionExchange already catches internally and returns undefined on failure,gemini-3.1-pro-preview
2026-03-14T15:53:19.118Z,typescript,src/tools/debug.ts,fp,error-handling,persistSessionExchange call awaited without try/catch,persistSessionExchange catches internally - never throws,gemini-3.1-pro-preview
2026-03-14T15:53:19.131Z,typescript,src/sessions/SessionManager.ts,tp,correctness,"crypto.randomBytes(3) generates only 24 bits of entropy, birthday collision possible",Valid - 16.7M possible values means ~4K sessions before 50% collision probability. Should increase to 8 bytes,gemini-3.1-pro-preview
2026-03-14T15:53:19.131Z,typescript,src/sessions/SessionManager.ts,tp,error-handling,get() and cleanup() swallow errors with bare catch blocks,Already fixed in Phase 7 - added console.warn to all three catch blocks,gemini-3.1-pro-preview
2026-03-14T15:53:19.131Z,typescript,src/sessions/SessionManager.ts,fp,correctness,TTL check uses <= instead of < for expiration,Off-by-one on millisecond boundary is negligible,gemini-3.1-pro-preview
2026-03-14T15:53:19.150Z,typescript,src/tools/focused-review.ts,tp,error-handling,Synthesis pass calls synthesisProgram.forward() without try/catch,"Real - synthesis failure would crash the whole review, losing all per-aspect findings",gemini-3.1-pro-preview
2026-03-14T15:53:19.150Z,typescript,src/tools/focused-review.ts,tp,observability,Rejected aspect promises silently filtered with no logging,Real - should log which aspects failed so users know results are partial,gemini-3.1-pro-preview
2026-03-14T15:53:19.150Z,typescript,src/tools/focused-review.ts,fp,correctness,deduplicateFindings matching on same line requires overlap threshold,The overlap check is intentional - prevents false dedup of unrelated findings on same line,gemini-3.1-pro-preview
2026-03-14T15:53:19.162Z,typescript,src/context/ProjectContext.ts,tp,correctness,JSON.parse fails on tsconfig.json with comments (common with tsc --init),Real bug - tsconfig often has // comments. Should use a comment-stripping parser or catch gracefully,gemini-3.1-pro-preview
2026-03-14T15:53:19.162Z,typescript,src/context/ProjectContext.ts,fp,robustness,"If package.json parses as null, accessing pkg.name throws",JSON.parse of a valid file never returns null for an object. Empty file throws SyntaxError caught by try/catch,gemini-3.1-pro-preview
2026-03-14T15:53:19.179Z,typescript,src/providers/OpenAICompatClient.ts,tp,resource-lifecycle,"If consumer breaks out of chatStream for-await loop, finally block cleanup incomplete",Real - AbortController should be signaled on early break to clean up underlying connection,gemini-3.1-pro-preview
2026-03-14T15:53:19.179Z,typescript,src/providers/OpenAICompatClient.ts,tp,correctness,SSE parser strictly requires space after colon,Real - SSE spec allows data:value without space. Some providers may omit the space,gemini-3.1-pro-preview
2026-03-14T15:53:19.179Z,typescript,src/providers/OpenAICompatClient.ts,fp,error-handling,doFetch clears timeout in finally block which executes as soon as fetch promise settles,That's correct behavior - timer should be cleared when response arrives,gemini-3.1-pro-preview
2026-03-14T15:53:19.179Z,typescript,src/providers/OpenAICompatClient.ts,fp,error-handling,throwProviderError fails if response body is not valid JSON,Already handled - JSON.parse is in a try/catch that falls back to statusText,gemini-3.1-pro-preview
2026-03-14T15:53:19.191Z,typescript,src/config/ProviderConfig.ts,tp,robustness,Base URLs for OpenRouter and Google AI have trailing /v1 that may cause double /v1/v1,"Real concern - if OpenAICompatClient also appends /v1, we get /v1/v1. URL normalization partially addresses this but not fully",gemini-3.1-pro-preview
2026-03-14T15:53:19.191Z,typescript,src/config/ProviderConfig.ts,fp,correctness,Default model names gpt-5.4 and gemini-2.5-pro appear fictional,These are real models available on our litellm proxy,gemini-3.1-pro-preview
2026-03-14T15:53:19.191Z,typescript,src/config/ProviderConfig.ts,fp,robustness,Nullish coalescing for default model selection,Standard pattern - empty string env vars are intentionally treated as unset,gemini-3.1-pro-preview
2026-03-16T05:06:54.390Z,typescript,src/tools/ax-review.ts,tp,,The changeset removes the only assertions covering investigation-context behavior,Valid concern but intentional architecture change - investigation context moved from calibrator to Pass 1b in ax-review.ts. New tests in ax-review.test.ts cover the moved behavior.,gpt-5.4
2026-03-16T05:06:54.390Z,typescript,src/tools/ax-review.ts,tp,,The new investigation-context assertion assumes a fixed call order,Fixed by matching calls by content (investigation_context tag) instead of index,gpt-5.4
2026-03-16T05:06:54.390Z,typescript,src/tools/ax-review.ts,tp,,src/tools/ax-review.ts now potentially invokes two review passes against the same injected axProgram instance,Fixed by always creating a fresh createAxReviewProgram() for Pass 1b instead of reusing options.axProgram,gpt-5.4
2026-03-16T05:06:54.390Z,typescript,src/tools/ax-review.ts,tp,,the test may pass or fail depending on scheduling rather than behavior,Fixed the call-order brittleness in the test by matching on content,gpt-5.4
2026-03-16T05:06:54.390Z,typescript,src/tools/ax-review.ts,tp,,"In the display lambda, the selected temperature/humidity values are initialized to zero","This was a finding about the reviewed ESPHome file, not about our code changes - but it is a real bug in the fixture",gpt-5.4
2026-03-16T05:06:54.390Z,typescript,src/tools/ax-review.ts,tp,,The custom ZE08 polling logic only checks available >= 9,Real protocol bug in the ESPHome fixture file,gpt-5.4
2026-03-16T05:06:54.390Z,typescript,src/tools/ax-review.ts,fp,,"deduplicateFindings keys only on line+category, which can erase valid investigation-pass findings",This is by design - same line+category across passes IS the same bug described differently. We keep higher severity. A/B testing validates this approach.,gpt-5.4
2026-03-20T04:54:50.138Z,yaml,packages/dog_behavior_gamification.yaml,fp,,notification script calls pass scalar target inside data instead of target mapping,"Calibration correctly disputed this — target is a parameter OF the script.notify_mobile script, not a HA service call target mapping. This is idiomatic HA usage.",gpt-5.4
2026-03-20T04:54:50.142Z,yaml,packages/dog_daily_timesheet.yaml,fp,,REST fetch + JSON parse + 200 events + prompt build + second REST call concentrates processing,"Runs once daily at 8pm. 200 events is trivially small for Jinja iteration. The 'two REST calls' are fetch data + send to LLM, which is the minimum for this workflow. No performance issue exists.",gpt-5.4
